index,timestamp,value,is_weekend_or_holiday,signal_echoStateNetwork,signal_earthgeckoSkyline,signal_bayesChangePt,cwde_score,cwde_alert
30,2023-10-10 06:00,643774201.0,0,0,0,0,0.0,0
31,2023-10-10 07:00,553850566.0,0,0,0,0,0.0,0
32,2023-10-10 08:00,491329328.0,0,0,0,0,0.0,0
33,2023-10-10 09:00,709302480.0,0,0,0,0,0.0,0
34,2023-10-10 10:00,1216224586.0,0,0,0,0,0.0,0
35,2023-10-10 11:00,286807477.0,0,0,0,0,0.0,0
36,2023-10-10 12:00,198271482.0,0,0,0,0,0.0,0
37,2023-10-10 13:00,180677599.0,0,0,0,0,0.0,0
38,2023-10-10 14:00,82045277.0,0,0,0,0,0.0,0
39,2023-10-10 15:00,456894672.0,0,0,0,0,0.0,0
40,2023-10-10 16:00,361595003.0,0,0,0,0,0.0,0
41,2023-10-10 17:00,567106909.0,0,0,0,0,0.0,0
42,2023-10-10 18:00,172220203.0,0,0,0,0,0.0,0
43,2023-10-10 19:00,228441785.0,0,0,0,0,0.0,0
44,2023-10-10 20:00,392201957.0,0,0,0,0,0.0,0
45,2023-10-10 21:00,202523082.0,0,0,0,0,0.0,0
46,2023-10-10 22:00,181330554.0,0,0,0,0,0.0,0
47,2023-10-10 23:00,134228501.0,0,0,0,0,0.0,0
48,2023-10-11 00:00,387339422.0,0,0,0,0,0.0,0
49,2023-10-11 01:00,94974323.0,0,0,0,0,0.0,0
50,2023-10-11 02:00,494674722.0,0,0,0,0,0.0,0
51,2023-10-11 03:00,951518486.0,0,0,0,0,0.0,0
52,2023-10-11 04:00,618509559.0,0,0,0,0,0.0,0
53,2023-10-11 05:00,489419593.0,0,0,0,0,0.0,0
54,2023-10-11 06:00,365797726.0,0,0,0,0,0.0,0
55,2023-10-11 07:00,915741357.0,0,0,0,0,0.0,0
56,2023-10-11 08:00,545069409.0,0,0,0,0,0.0,0
57,2023-10-11 09:00,764877342.0,0,0,0,0,0.0,0
58,2023-10-11 10:00,610451146.0,0,0,0,0,0.0,0
59,2023-10-11 11:00,254060419.0,0,0,0,0,0.0,0
60,2023-10-11 12:00,441562759.0,0,0,0,0,0.0,0
61,2023-10-11 13:00,444760285.0,0,0,0,0,0.0,0
62,2023-10-11 14:00,110223397.0,0,0,0,0,0.0,0
63,2023-10-11 15:00,287364136.0,0,0,0,0,0.0,0
64,2023-10-11 16:00,723237935.0,0,0,0,0,0.0,0
65,2023-10-11 17:00,483823612.0,0,0,0,0,0.0,0
66,2023-10-11 18:00,637975124.0,0,0,0,0,0.0,0
67,2023-10-11 19:00,654315451.0,0,0,0,0,0.0,0
68,2023-10-11 20:00,319664399.0,0,0,0,0,0.0,0
69,2023-10-11 21:00,343273646.0,0,0,0,0,0.0,0
70,2023-10-11 22:00,439386664.0,0,0,0,0,0.0,0
71,2023-10-11 23:00,242310743.0,0,0,0,0,0.0,0
72,2023-10-12 00:00,78520657.0,0,0,0,0,0.0,0
73,2023-10-12 01:00,321829150.0,0,0,0,0,0.0,0
74,2023-10-12 02:00,648725090.0,0,0,0,0,0.0,0
75,2023-10-12 03:00,732313601.0,0,0,0,0,0.0,0
76,2023-10-12 04:00,586458360.0,0,0,0,0,0.0,0
77,2023-10-12 05:00,491931075.0,0,0,0,0,0.0,0
78,2023-10-12 06:00,751614373.0,0,0,0,0,0.0,0
79,2023-10-12 07:00,1103278230.0,0,0,0,0,0.0,0
80,2023-10-12 08:00,916136927.0,0,0,0,0,0.0,0
81,2023-10-12 09:00,668335978.0,0,0,0,0,0.0,0
82,2023-10-12 10:00,706067831.0,0,0,0,0,0.0,0
83,2023-10-12 11:00,365606380.0,0,0,0,0,0.0,0
84,2023-10-12 12:00,586283077.0,0,0,0,0,0.0,0
85,2023-10-12 13:00,201426678.0,0,0,0,0,0.0,0
86,2023-10-12 14:00,382993595.0,0,0,0,0,0.0,0
87,2023-10-12 15:00,4095100213.0,0,1,0,1,0.6041666666666667,0
88,2023-10-12 16:00,570101172.0,0,0,0,0,0.0,0
89,2023-10-12 17:00,561694423.0,0,0,0,0,0.0,0
90,2023-10-12 18:00,222311668.0,0,0,0,0,0.0,0
91,2023-10-12 19:00,99562591.0,0,0,0,0,0.0,0
92,2023-10-12 20:00,90930904.0,0,0,0,0,0.0,0
93,2023-10-12 21:00,58731385.0,0,0,0,0,0.0,0
94,2023-10-12 22:00,170547791.0,0,0,0,1,0.1875,0
95,2023-10-12 23:00,71511187.0,0,0,0,0,0.0,0
96,2023-10-13 00:00,192234853.0,0,0,0,0,0.0,0
97,2023-10-13 01:00,107006496.0,0,0,0,0,0.0,0
98,2023-10-13 02:00,427796572.0,0,0,0,0,0.0,0
99,2023-10-13 03:00,595477850.0,0,0,0,0,0.0,0
100,2023-10-13 04:00,662649248.0,0,0,0,0,0.0,0
101,2023-10-13 05:00,480549639.0,0,0,0,0,0.0,0
102,2023-10-13 06:00,631261025.0,0,0,0,0,0.0,0
103,2023-10-13 07:00,696931324.0,0,0,0,0,0.0,0
104,2023-10-13 08:00,1381905267.0,0,0,0,0,0.0,0
105,2023-10-13 09:00,957331852.0,0,0,0,0,0.0,0
106,2023-10-13 10:00,605685868.0,0,0,0,0,0.0,0
107,2023-10-13 11:00,445136934.0,0,0,0,0,0.0,0
108,2023-10-13 12:00,424038926.0,0,0,0,0,0.0,0
109,2023-10-13 13:00,139769459.0,0,0,0,0,0.0,0
110,2023-10-13 14:00,472360199.0,0,0,0,0,0.0,0
111,2023-10-13 15:00,236042549.0,0,0,0,0,0.0,0
112,2023-10-13 16:00,188706440.0,0,0,0,0,0.0,0
113,2023-10-13 17:00,254135712.0,0,0,0,0,0.0,0
114,2023-10-13 18:00,1079406190.0,0,0,0,0,0.0,0
115,2023-10-13 19:00,92763106.0,0,0,0,0,0.0,0
116,2023-10-13 20:00,496472660.0,0,0,0,0,0.0,0
117,2023-10-13 21:00,95336719.0,0,0,0,0,0.0,0
118,2023-10-13 22:00,212414860.0,0,0,0,0,0.0,0
119,2023-10-13 23:00,47408697.0,0,0,0,0,0.0,0
120,2023-10-14 00:00,63903656.0,1,0,0,0,0.0,0
121,2023-10-14 01:00,65362957.0,1,0,0,0,0.0,0
122,2023-10-14 02:00,143368815.0,1,0,0,0,0.0,0
123,2023-10-14 03:00,134599603.0,1,0,0,0,0.0,0
124,2023-10-14 04:00,118854772.0,1,0,0,0,0.0,0
125,2023-10-14 05:00,99576476.0,1,0,0,1,0.1875,0
126,2023-10-14 06:00,258928394.0,1,0,0,0,0.0,0
127,2023-10-14 07:00,247032807.0,1,0,0,0,0.0,0
128,2023-10-14 08:00,517112970.0,1,0,0,0,0.0,0
129,2023-10-14 09:00,256977175.0,1,0,0,0,0.0,0
130,2023-10-14 10:00,331527453.0,1,0,0,0,0.0,0
131,2023-10-14 11:00,240577031.0,1,0,0,0,0.0,0
132,2023-10-14 12:00,117578358.0,1,0,0,0,0.0,0
133,2023-10-14 13:00,197969388.0,1,0,0,0,0.0,0
134,2023-10-14 14:00,93962267.0,1,0,0,0,0.0,0
135,2023-10-14 15:00,424504996.0,1,0,0,0,0.0,0
136,2023-10-14 16:00,315016358.0,1,0,0,0,0.0,0
137,2023-10-14 17:00,339359339.0,1,0,0,0,0.0,0
138,2023-10-14 18:00,534983156.0,1,0,0,0,0.0,0
139,2023-10-14 19:00,294746354.0,1,0,0,0,0.0,0
140,2023-10-14 20:00,568934164.0,1,0,0,0,0.0,0
141,2023-10-14 21:00,417271053.0,1,0,0,0,0.0,0
142,2023-10-14 22:00,96819411.0,1,0,0,0,0.0,0
143,2023-10-14 23:00,70535952.0,1,0,0,0,0.0,0
144,2023-10-15 00:00,79641845.0,1,0,0,0,0.0,0
145,2023-10-15 01:00,109927795.0,1,0,0,0,0.0,0
146,2023-10-15 02:00,256677571.0,1,0,0,0,0.0,0
147,2023-10-15 03:00,825373865.0,1,0,0,0,0.0,0
148,2023-10-15 04:00,644639860.0,1,0,0,0,0.0,0
149,2023-10-15 05:00,471367097.0,1,0,0,0,0.0,0
150,2023-10-15 06:00,363406554.0,1,0,0,0,0.0,0
151,2023-10-15 07:00,1118189109.0,1,1,0,0,0.4166666666666667,0
152,2023-10-15 08:00,346138482.0,1,0,0,0,0.0,0
153,2023-10-15 09:00,923663445.0,1,0,0,0,0.0,0
154,2023-10-15 10:00,1116366168.0,1,0,0,0,0.0,0
155,2023-10-15 11:00,522168021.0,1,0,0,0,0.0,0
156,2023-10-15 12:00,1018503475.0,1,0,0,0,0.0,0
157,2023-10-15 13:00,264763777.0,1,0,0,0,0.0,0
158,2023-10-15 14:00,265327691.0,1,0,0,0,0.0,0
159,2023-10-15 15:00,416150075.0,1,0,0,0,0.0,0
160,2023-10-15 16:00,244561150.0,1,0,0,0,0.0,0
161,2023-10-15 17:00,262721419.0,1,0,0,0,0.0,0
162,2023-10-15 18:00,199253932.0,1,0,0,0,0.0,0
163,2023-10-15 19:00,74750156.0,1,0,0,0,0.0,0
164,2023-10-15 20:00,86898564.0,1,0,0,0,0.0,0
165,2023-10-15 21:00,129974963.0,1,0,0,0,0.0,0
166,2023-10-15 22:00,141656414.0,1,0,0,0,0.0,0
167,2023-10-15 23:00,53141153.0,1,0,0,0,0.0,0
168,2023-10-16 00:00,92291099.0,0,0,0,0,0.0,0
169,2023-10-16 01:00,143226891.0,0,0,0,0,0.0,0
170,2023-10-16 02:00,540232757.0,0,0,0,0,0.0,0
171,2023-10-16 03:00,1825376407.0,0,1,0,0,0.4166666666666667,0
172,2023-10-16 04:00,891007907.0,0,0,0,0,0.0,0
173,2023-10-16 05:00,421289944.0,0,0,0,0,0.0,0
174,2023-10-16 06:00,477392401.0,0,0,0,0,0.0,0
175,2023-10-16 07:00,660924508.0,0,0,0,0,0.0,0
176,2023-10-16 08:00,684763691.0,0,0,0,0,0.0,0
177,2023-10-16 09:00,527423425.0,0,0,0,0,0.0,0
178,2023-10-16 10:00,795277324.0,0,0,0,0,0.0,0
179,2023-10-16 11:00,396547670.0,0,0,0,0,0.0,0
180,2023-10-16 12:00,252439031.0,0,0,0,0,0.0,0
181,2023-10-16 13:00,266302138.0,0,0,0,0,0.0,0
182,2023-10-16 14:00,412759793.0,0,0,0,0,0.0,0
183,2023-10-16 15:00,210746967.0,0,0,0,0,0.0,0
184,2023-10-16 16:00,725837541.0,0,0,0,0,0.0,0
185,2023-10-16 17:00,793721670.0,0,0,0,0,0.0,0
186,2023-10-16 18:00,667853915.0,0,0,0,0,0.0,0
187,2023-10-16 19:00,872021428.0,0,0,0,0,0.0,0
188,2023-10-16 20:00,254803346.0,0,0,0,0,0.0,0
189,2023-10-16 21:00,797913636.0,0,0,0,0,0.0,0
190,2023-10-16 22:00,39313008.0,0,0,0,0,0.0,0
191,2023-10-16 23:00,134450814.0,0,0,0,0,0.0,0
192,2023-10-17 00:00,72520548.0,0,0,0,0,0.0,0
193,2023-10-17 01:00,337645581.0,0,0,0,0,0.0,0
194,2023-10-17 02:00,720957091.0,0,0,0,0,0.0,0
195,2023-10-17 03:00,1039516185.0,0,1,0,0,0.4166666666666667,0
196,2023-10-17 04:00,844771860.0,0,0,0,0,0.0,0
197,2023-10-17 05:00,2355507856.0,0,1,0,1,0.6041666666666667,0
198,2023-10-17 06:00,1980351205.0,0,1,0,0,0.4166666666666667,0
199,2023-10-17 07:00,1085283366.0,0,0,0,0,0.0,0
200,2023-10-17 08:00,830531942.0,0,0,0,0,0.0,0
201,2023-10-17 09:00,557357666.0,0,0,0,0,0.0,0
202,2023-10-17 10:00,539356541.0,0,0,0,0,0.0,0
203,2023-10-17 11:00,327982663.0,0,0,0,0,0.0,0
204,2023-10-17 12:00,126200511.0,0,0,0,0,0.0,0
205,2023-10-17 13:00,339257592.0,0,0,0,0,0.0,0
206,2023-10-17 14:00,165083449.0,0,0,0,0,0.0,0
207,2023-10-17 15:00,59148742.0,0,0,0,0,0.0,0
208,2023-10-17 16:00,43188856.0,0,0,0,0,0.0,0
209,2023-10-17 17:00,141927794.0,0,0,0,0,0.0,0
210,2023-10-17 18:00,46694118.0,0,0,0,1,0.1875,0
211,2023-10-17 19:00,72083518.0,0,0,0,0,0.0,0
212,2023-10-17 20:00,297303780.0,0,0,0,0,0.0,0
213,2023-10-17 21:00,48536565.0,0,0,0,0,0.0,0
214,2023-10-17 22:00,52517018.0,0,0,0,0,0.0,0
215,2023-10-17 23:00,32347223.0,0,0,0,0,0.0,0
216,2023-10-18 00:00,29062315.0,0,0,0,0,0.0,0
217,2023-10-18 01:00,54495232.0,0,0,0,0,0.0,0
218,2023-10-18 02:00,339695283.0,0,0,0,0,0.0,0
219,2023-10-18 03:00,517070964.0,0,0,0,0,0.0,0
220,2023-10-18 04:00,345108460.0,0,0,0,0,0.0,0
221,2023-10-18 05:00,610143718.0,0,0,0,0,0.0,0
222,2023-10-18 06:00,679416465.0,0,0,0,0,0.0,0
223,2023-10-18 07:00,331343305.0,0,0,0,0,0.0,0
224,2023-10-18 08:00,288158373.0,0,0,0,0,0.0,0
225,2023-10-18 09:00,203978264.0,0,0,0,0,0.0,0
226,2023-10-18 10:00,181430328.0,0,0,0,0,0.0,0
227,2023-10-18 11:00,278871869.0,0,0,0,0,0.0,0
228,2023-10-18 12:00,222493173.0,0,0,0,0,0.0,0
229,2023-10-18 13:00,233851950.0,0,0,0,0,0.0,0
230,2023-10-18 14:00,163188838.0,0,0,0,0,0.0,0
231,2023-10-18 15:00,110566286.0,0,0,0,0,0.0,0
232,2023-10-18 16:00,89216055.0,0,0,0,0,0.0,0
233,2023-10-18 17:00,130331693.0,0,0,0,0,0.0,0
234,2023-10-18 18:00,115890580.0,0,0,0,1,0.1875,0
235,2023-10-18 19:00,208841146.0,0,0,0,0,0.0,0
236,2023-10-18 20:00,62483894.0,0,0,0,0,0.0,0
237,2023-10-18 21:00,190678204.0,0,0,0,0,0.0,0
238,2023-10-18 22:00,193075253.0,0,0,0,0,0.0,0
239,2023-10-18 23:00,241356766.0,0,0,0,0,0.0,0
240,2023-10-19 00:00,165774308.0,0,0,0,0,0.0,0
241,2023-10-19 01:00,130936817.0,0,0,0,0,0.0,0
242,2023-10-19 02:00,319792682.0,0,0,0,0,0.0,0
243,2023-10-19 03:00,762722935.0,0,0,0,0,0.0,0
244,2023-10-19 04:00,571307023.0,0,0,0,0,0.0,0
245,2023-10-19 05:00,427390251.0,0,0,0,0,0.0,0
246,2023-10-19 06:00,244734185.0,0,0,0,0,0.0,0
247,2023-10-19 07:00,923088210.0,0,0,0,0,0.0,0
248,2023-10-19 08:00,836241242.0,0,0,0,0,0.0,0
249,2023-10-19 09:00,472391968.0,0,0,0,0,0.0,0
250,2023-10-19 10:00,757869151.0,0,0,0,1,0.1875,0
251,2023-10-19 11:00,735206074.0,0,0,0,0,0.0,0
252,2023-10-19 12:00,464100251.0,0,0,0,0,0.0,0
253,2023-10-19 13:00,460046432.0,0,0,0,0,0.0,0
254,2023-10-19 14:00,443189902.0,0,0,0,0,0.0,0
255,2023-10-19 15:00,1259726341.0,0,1,0,0,0.4166666666666667,0
256,2023-10-19 16:00,224615934.0,0,0,0,0,0.0,0
257,2023-10-19 17:00,116140941.0,0,0,0,0,0.0,0
258,2023-10-19 18:00,589265817.0,0,0,0,0,0.0,0
259,2023-10-19 19:00,158472422.0,0,0,0,0,0.0,0
260,2023-10-19 20:00,169577267.0,0,0,0,0,0.0,0
261,2023-10-19 21:00,304592377.0,0,0,0,0,0.0,0
262,2023-10-19 22:00,65104175.0,0,0,0,0,0.0,0
263,2023-10-19 23:00,68166056.0,0,0,0,0,0.0,0
264,2023-10-20 00:00,239487369.0,0,0,0,0,0.0,0
265,2023-10-20 01:00,99618258.0,0,0,0,0,0.0,0
266,2023-10-20 02:00,449307243.0,0,0,0,0,0.0,0
267,2023-10-20 03:00,419336282.0,0,0,0,0,0.0,0
268,2023-10-20 04:00,315714114.0,0,0,0,0,0.0,0
269,2023-10-20 05:00,887829861.0,0,0,0,1,0.1875,0
270,2023-10-20 06:00,268667664.0,0,0,0,0,0.0,0
271,2023-10-20 07:00,713546336.0,0,0,0,0,0.0,0
272,2023-10-20 08:00,807981194.0,0,0,0,0,0.0,0
273,2023-10-20 09:00,732482671.0,0,0,0,0,0.0,0
274,2023-10-20 10:00,370204084.0,0,0,0,0,0.0,0
275,2023-10-20 11:00,204499759.0,0,0,0,0,0.0,0
276,2023-10-20 12:00,100902875.0,0,0,0,0,0.0,0
277,2023-10-20 13:00,138677833.0,0,0,0,0,0.0,0
278,2023-10-20 14:00,242873284.0,0,0,0,0,0.0,0
279,2023-10-20 15:00,222193173.0,0,0,0,0,0.0,0
280,2023-10-20 16:00,216860546.0,0,0,0,0,0.0,0
281,2023-10-20 17:00,116620153.0,0,0,0,0,0.0,0
282,2023-10-20 18:00,304096958.0,0,0,0,0,0.0,0
283,2023-10-20 19:00,307510318.0,0,0,0,0,0.0,0
284,2023-10-20 20:00,37694275.0,0,0,0,0,0.0,0
285,2023-10-20 21:00,77891106.0,0,0,0,0,0.0,0
286,2023-10-20 22:00,23022233.0,0,0,0,0,0.0,0
287,2023-10-20 23:00,382980854.0,0,0,0,0,0.0,0
288,2023-10-21 00:00,33148873.0,1,0,0,0,0.0,0
289,2023-10-21 01:00,34756185.0,1,0,0,0,0.0,0
290,2023-10-21 02:00,78102024.0,1,0,0,0,0.0,0
291,2023-10-21 03:00,109854744.0,1,0,0,0,0.0,0
292,2023-10-21 04:00,59329978.0,1,0,0,1,0.1875,0
293,2023-10-21 05:00,394273464.0,1,0,0,0,0.0,0
294,2023-10-21 06:00,351139386.0,1,0,0,0,0.0,0
295,2023-10-21 07:00,362207836.0,1,0,0,0,0.0,0
296,2023-10-21 08:00,757861939.0,1,0,0,0,0.0,0
297,2023-10-21 09:00,176526514.0,1,0,0,0,0.0,0
298,2023-10-21 10:00,236374366.0,1,0,0,0,0.0,0
299,2023-10-21 11:00,414519815.0,1,1,0,0,0.4166666666666667,0
300,2023-10-21 12:00,645046846.0,1,0,0,0,0.0,0
301,2023-10-21 13:00,302605393.0,1,0,0,0,0.0,0
302,2023-10-21 14:00,422903870.0,1,1,0,0,0.4166666666666667,0
303,2023-10-21 15:00,1014579341.0,1,1,0,0,0.4166666666666667,0
304,2023-10-21 16:00,2065878545.0,1,1,0,1,0.6041666666666667,0
305,2023-10-21 17:00,544926896.0,1,0,0,0,0.0,0
306,2023-10-21 18:00,432905498.0,1,0,0,0,0.0,0
307,2023-10-21 19:00,167989548.0,1,0,0,0,0.0,0
308,2023-10-21 20:00,132593673.0,1,0,0,0,0.0,0
309,2023-10-21 21:00,638861778.0,1,0,0,0,0.0,0
310,2023-10-21 22:00,112758467.0,1,0,0,0,0.0,0
311,2023-10-21 23:00,48892282.0,1,0,0,0,0.0,0
312,2023-10-22 00:00,76797215.0,1,0,0,0,0.0,0
313,2023-10-22 01:00,74880993.0,1,0,0,0,0.0,0
314,2023-10-22 02:00,130133532.0,1,0,0,0,0.0,0
315,2023-10-22 03:00,177175645.0,1,0,0,0,0.0,0
316,2023-10-22 04:00,242371918.0,1,0,0,0,0.0,0
317,2023-10-22 05:00,486058145.0,1,0,0,0,0.0,0
318,2023-10-22 06:00,230010461.0,1,0,0,0,0.0,0
319,2023-10-22 07:00,265683760.0,1,0,0,0,0.0,0
320,2023-10-22 08:00,368336174.0,1,0,0,0,0.0,0
321,2023-10-22 09:00,675194810.0,1,0,0,0,0.0,0
322,2023-10-22 10:00,637279254.0,1,0,0,0,0.0,0
323,2023-10-22 11:00,708932794.0,1,0,0,0,0.0,0
324,2023-10-22 12:00,364993849.0,1,0,0,0,0.0,0
325,2023-10-22 13:00,124729775.0,1,0,0,0,0.0,0
326,2023-10-22 14:00,1825694744.0,1,1,0,0,0.4166666666666667,0
327,2023-10-22 15:00,129061826.0,1,0,0,0,0.0,0
328,2023-10-22 16:00,214023185.0,1,0,0,0,0.0,0
329,2023-10-22 17:00,314768685.0,1,0,0,0,0.0,0
330,2023-10-22 18:00,373101831.0,1,0,0,0,0.0,0
331,2023-10-22 19:00,281767957.0,1,0,0,0,0.0,0
332,2023-10-22 20:00,366603283.0,1,0,0,0,0.0,0
333,2023-10-22 21:00,108110909.0,1,0,0,0,0.0,0
334,2023-10-22 22:00,74146293.0,1,0,0,0,0.0,0
335,2023-10-22 23:00,88548744.0,1,0,0,0,0.0,0
336,2023-10-23 00:00,122019810.0,0,0,0,0,0.0,0
337,2023-10-23 01:00,275558030.0,0,0,0,0,0.0,0
338,2023-10-23 02:00,678840693.0,0,0,0,0,0.0,0
339,2023-10-23 03:00,682059594.0,0,0,0,0,0.0,0
340,2023-10-23 04:00,734001589.0,0,0,0,0,0.0,0
341,2023-10-23 05:00,400674843.0,0,0,0,0,0.0,0
342,2023-10-23 06:00,680233737.0,0,0,0,0,0.0,0
343,2023-10-23 07:00,987935794.0,0,1,0,0,0.4166666666666667,0
344,2023-10-23 08:00,674148153.0,0,0,0,0,0.0,0
345,2023-10-23 09:00,613563656.0,0,0,0,0,0.0,0
346,2023-10-23 10:00,532494712.0,0,0,0,0,0.0,0
347,2023-10-23 11:00,342140832.0,0,0,0,0,0.0,0
348,2023-10-23 12:00,251062641.0,0,0,0,0,0.0,0
349,2023-10-23 13:00,282988649.0,0,0,0,0,0.0,0
350,2023-10-23 14:00,58603939.0,0,0,0,0,0.0,0
351,2023-10-23 15:00,415815755.0,0,0,0,0,0.0,0
352,2023-10-23 16:00,439573745.0,0,0,0,0,0.0,0
353,2023-10-23 17:00,666020890.0,0,0,0,0,0.0,0
354,2023-10-23 18:00,343675247.0,0,0,0,0,0.0,0
355,2023-10-23 19:00,78797463.0,0,0,0,0,0.0,0
356,2023-10-23 20:00,82174996.0,0,0,0,0,0.0,0
357,2023-10-23 21:00,121905815.0,0,0,0,0,0.0,0
358,2023-10-23 22:00,200736253.0,0,0,0,0,0.0,0
359,2023-10-23 23:00,206383005.0,0,0,0,0,0.0,0
360,2023-10-24 00:00,33136772.0,0,0,0,0,0.0,0
361,2023-10-24 01:00,86733902.0,0,0,0,0,0.0,0
362,2023-10-24 02:00,295250036.0,0,0,0,0,0.0,0
363,2023-10-24 03:00,592072376.0,0,0,0,0,0.0,0
364,2023-10-24 04:00,563909186.0,0,0,0,0,0.0,0
365,2023-10-24 05:00,477482559.0,0,0,0,0,0.0,0
366,2023-10-24 06:00,369790757.0,0,0,0,0,0.0,0
367,2023-10-24 07:00,362117866.0,0,0,0,0,0.0,0
368,2023-10-24 08:00,662230866.0,0,0,0,0,0.0,0
369,2023-10-24 09:00,642747545.0,0,0,0,0,0.0,0
370,2023-10-24 10:00,414651250.0,0,0,0,0,0.0,0
371,2023-10-24 11:00,570970903.0,0,0,0,0,0.0,0
372,2023-10-24 12:00,143802155.0,0,0,0,0,0.0,0
373,2023-10-24 13:00,211794390.0,0,0,0,0,0.0,0
374,2023-10-24 14:00,161810216.0,0,0,0,0,0.0,0
375,2023-10-24 15:00,320600878.0,0,0,0,0,0.0,0
376,2023-10-24 16:00,207767805.0,0,0,0,0,0.0,0
377,2023-10-24 17:00,288228368.0,0,0,0,0,0.0,0
378,2023-10-24 18:00,341203023.0,0,0,0,0,0.0,0
379,2023-10-24 19:00,140612481.0,0,0,0,0,0.0,0
380,2023-10-24 20:00,67269861.0,0,0,0,0,0.0,0
381,2023-10-24 21:00,150359493.0,0,0,0,0,0.0,0
382,2023-10-24 22:00,243051281.0,0,0,0,0,0.0,0
383,2023-10-24 23:00,25128600.0,0,0,0,0,0.0,0
384,2023-10-25 00:00,45369922.0,0,0,0,0,0.0,0
385,2023-10-25 01:00,164215872.0,0,0,0,0,0.0,0
386,2023-10-25 02:00,349544305.0,0,0,0,0,0.0,0
387,2023-10-25 03:00,703913250.0,0,0,0,0,0.0,0
388,2023-10-25 04:00,659930481.0,0,0,0,0,0.0,0
389,2023-10-25 05:00,1345921592.0,0,1,0,0,0.4166666666666667,0
390,2023-10-25 06:00,1001940292.0,0,1,0,0,0.4166666666666667,0
391,2023-10-25 07:00,815310504.0,0,0,0,0,0.0,0
392,2023-10-25 08:00,854432789.0,0,0,0,0,0.0,0
393,2023-10-25 09:00,800194472.0,0,0,0,0,0.0,0
394,2023-10-25 10:00,464175310.0,0,0,0,0,0.0,0
395,2023-10-25 11:00,237103161.0,0,0,0,0,0.0,0
396,2023-10-25 12:00,517615648.0,0,0,0,0,0.0,0
397,2023-10-25 13:00,270087551.0,0,0,0,0,0.0,0
398,2023-10-25 14:00,132373454.0,0,0,0,0,0.0,0
399,2023-10-25 15:00,140840107.0,0,0,0,0,0.0,0
400,2023-10-25 16:00,346991887.0,0,0,0,0,0.0,0
401,2023-10-25 17:00,307634165.0,0,0,0,0,0.0,0
402,2023-10-25 18:00,342273723.0,0,0,0,0,0.0,0
403,2023-10-25 19:00,392003268.0,0,0,0,0,0.0,0
404,2023-10-25 20:00,106273118.0,0,0,0,0,0.0,0
405,2023-10-25 21:00,198702060.0,0,0,0,0,0.0,0
406,2023-10-25 22:00,171624344.0,0,0,0,0,0.0,0
407,2023-10-25 23:00,49100339.0,0,0,0,0,0.0,0
408,2023-10-26 00:00,166946195.0,0,0,0,0,0.0,0
409,2023-10-26 01:00,223620009.0,0,0,0,0,0.0,0
410,2023-10-26 02:00,546640433.0,0,0,0,0,0.0,0
411,2023-10-26 03:00,1123378041.0,0,1,0,0,0.4166666666666667,0
412,2023-10-26 04:00,676835386.0,0,0,0,0,0.0,0
413,2023-10-26 05:00,499686264.0,0,0,0,0,0.0,0
414,2023-10-26 06:00,542125129.0,0,0,0,0,0.0,0
415,2023-10-26 07:00,422283755.0,0,0,0,0,0.0,0
