index,timestamp,value,is_weekend_or_holiday,signal_earthgeckoSkyline,signal_echoStateNetwork,signal_bayesChangePt,cwde_score,cwde_alert
107,2023-10-13 11:00,584286.0,0,0,0,0,0.0,0
108,2023-10-13 12:00,481609.0,0,0,0,0,0.0,0
109,2023-10-13 13:00,235696.0,0,0,0,0,0.0,0
110,2023-10-13 14:00,592520.0,0,0,0,0,0.0,0
111,2023-10-13 15:00,324697.0,0,0,0,0,0.0,0
112,2023-10-13 16:00,241010.0,0,0,0,0,0.0,0
113,2023-10-13 17:00,342324.0,0,0,0,0,0.0,0
114,2023-10-13 18:00,1365912.0,0,0,1,0,0.3333333333333333,0
115,2023-10-13 19:00,183560.0,0,0,0,0,0.0,0
116,2023-10-13 20:00,771137.0,0,0,0,0,0.0,0
117,2023-10-13 21:00,186617.0,0,0,0,0,0.0,0
118,2023-10-13 22:00,260042.0,0,0,0,0,0.0,0
119,2023-10-13 23:00,105451.0,0,0,0,0,0.0,0
120,2023-10-14 00:00,147700.0,1,0,0,0,0.0,0
121,2023-10-14 01:00,142186.0,1,0,0,0,0.0,0
122,2023-10-14 02:00,198067.0,1,0,0,0,0.0,0
123,2023-10-14 03:00,180441.0,1,0,0,1,0.16666666666666666,0
124,2023-10-14 04:00,169864.0,1,0,0,0,0.0,0
125,2023-10-14 05:00,154064.0,1,0,0,0,0.0,0
126,2023-10-14 06:00,300354.0,1,0,0,0,0.0,0
127,2023-10-14 07:00,325110.0,1,0,0,0,0.0,0
128,2023-10-14 08:00,615719.0,1,0,0,0,0.0,0
129,2023-10-14 09:00,335193.0,1,0,0,1,0.16666666666666666,0
130,2023-10-14 10:00,393613.0,1,0,0,0,0.0,0
131,2023-10-14 11:00,289505.0,1,0,0,0,0.0,0
132,2023-10-14 12:00,219926.0,1,0,0,0,0.0,0
133,2023-10-14 13:00,266732.0,1,0,0,0,0.0,0
134,2023-10-14 14:00,167191.0,1,0,0,0,0.0,0
135,2023-10-14 15:00,508911.0,1,0,0,0,0.0,0
136,2023-10-14 16:00,387430.0,1,0,0,0,0.0,0
137,2023-10-14 17:00,378629.0,1,0,0,0,0.0,0
138,2023-10-14 18:00,620113.0,1,0,0,0,0.0,0
139,2023-10-14 19:00,368964.0,1,0,0,0,0.0,0
140,2023-10-14 20:00,652974.0,1,0,0,0,0.0,0
141,2023-10-14 21:00,420153.0,1,0,0,0,0.0,0
142,2023-10-14 22:00,158533.0,1,0,0,0,0.0,0
143,2023-10-14 23:00,169223.0,1,0,0,0,0.0,0
144,2023-10-15 00:00,129916.0,1,0,0,0,0.0,0
145,2023-10-15 01:00,181151.0,1,0,0,0,0.0,0
146,2023-10-15 02:00,341042.0,1,0,0,0,0.0,0
147,2023-10-15 03:00,742256.0,1,0,0,0,0.0,0
148,2023-10-15 04:00,666798.0,1,0,0,0,0.0,0
149,2023-10-15 05:00,570132.0,1,0,0,0,0.0,0
150,2023-10-15 06:00,440901.0,1,0,0,0,0.0,0
151,2023-10-15 07:00,1321224.0,1,0,1,0,0.3333333333333333,0
152,2023-10-15 08:00,498067.0,1,0,0,0,0.0,0
153,2023-10-15 09:00,1197556.0,1,0,1,0,0.3333333333333333,0
154,2023-10-15 10:00,1264509.0,1,0,1,0,0.3333333333333333,0
155,2023-10-15 11:00,792318.0,1,0,0,0,0.0,0
156,2023-10-15 12:00,1241122.0,1,0,1,0,0.3333333333333333,0
157,2023-10-15 13:00,327719.0,1,0,0,0,0.0,0
158,2023-10-15 14:00,333092.0,1,0,0,0,0.0,0
159,2023-10-15 15:00,519234.0,1,0,0,0,0.0,0
160,2023-10-15 16:00,324014.0,1,0,0,0,0.0,0
161,2023-10-15 17:00,367803.0,1,0,0,0,0.0,0
162,2023-10-15 18:00,271423.0,1,0,0,0,0.0,0
163,2023-10-15 19:00,162424.0,1,0,0,0,0.0,0
164,2023-10-15 20:00,161389.0,1,0,0,0,0.0,0
165,2023-10-15 21:00,230774.0,1,0,0,0,0.0,0
166,2023-10-15 22:00,229349.0,1,0,0,0,0.0,0
167,2023-10-15 23:00,114678.0,1,0,0,1,0.16666666666666666,0
168,2023-10-16 00:00,144123.0,0,0,0,0,0.0,0
169,2023-10-16 01:00,277784.0,0,0,0,0,0.0,0
170,2023-10-16 02:00,796394.0,0,0,0,0,0.0,0
171,2023-10-16 03:00,2075659.0,0,0,1,0,0.3333333333333333,0
172,2023-10-16 04:00,1182859.0,0,0,0,0,0.0,0
173,2023-10-16 05:00,559366.0,0,0,0,0,0.0,0
174,2023-10-16 06:00,679702.0,0,0,0,0,0.0,0
175,2023-10-16 07:00,932145.0,0,0,0,0,0.0,0
176,2023-10-16 08:00,840130.0,0,0,0,0,0.0,0
177,2023-10-16 09:00,771071.0,0,0,0,0,0.0,0
178,2023-10-16 10:00,976381.0,0,0,0,0,0.0,0
179,2023-10-16 11:00,499193.0,0,0,0,0,0.0,0
180,2023-10-16 12:00,343189.0,0,0,0,0,0.0,0
181,2023-10-16 13:00,395191.0,0,0,0,0,0.0,0
182,2023-10-16 14:00,457954.0,0,0,0,0,0.0,0
183,2023-10-16 15:00,272018.0,0,0,0,0,0.0,0
184,2023-10-16 16:00,735232.0,0,0,0,0,0.0,0
185,2023-10-16 17:00,846802.0,0,0,0,0,0.0,0
186,2023-10-16 18:00,652581.0,0,0,0,0,0.0,0
187,2023-10-16 19:00,953580.0,0,0,0,0,0.0,0
188,2023-10-16 20:00,340422.0,0,0,0,0,0.0,0
189,2023-10-16 21:00,878105.0,0,0,0,0,0.0,0
190,2023-10-16 22:00,110720.0,0,0,0,0,0.0,0
191,2023-10-16 23:00,297570.0,0,0,0,0,0.0,0
192,2023-10-17 00:00,150497.0,0,0,0,0,0.0,0
193,2023-10-17 01:00,434790.0,0,0,0,0,0.0,0
194,2023-10-17 02:00,859655.0,0,0,0,0,0.0,0
195,2023-10-17 03:00,1232975.0,0,0,1,0,0.3333333333333333,0
196,2023-10-17 04:00,951808.0,0,0,0,0,0.0,0
197,2023-10-17 05:00,2445094.0,0,0,1,0,0.3333333333333333,0
198,2023-10-17 06:00,2251313.0,0,1,1,1,0.9999999999999999,1
199,2023-10-17 07:00,1281963.0,0,0,0,0,0.0,0
200,2023-10-17 08:00,994530.0,0,0,0,0,0.0,0
201,2023-10-17 09:00,734915.0,0,0,0,0,0.0,0
202,2023-10-17 10:00,683603.0,0,0,0,0,0.0,0
203,2023-10-17 11:00,425541.0,0,0,0,0,0.0,0
204,2023-10-17 12:00,215277.0,0,0,0,0,0.0,0
205,2023-10-17 13:00,533871.0,0,0,0,0,0.0,0
206,2023-10-17 14:00,261958.0,0,0,0,0,0.0,0
207,2023-10-17 15:00,141572.0,0,0,0,0,0.0,0
208,2023-10-17 16:00,91724.0,0,0,0,0,0.0,0
209,2023-10-17 17:00,211841.0,0,0,0,0,0.0,0
210,2023-10-17 18:00,135703.0,0,0,0,0,0.0,0
211,2023-10-17 19:00,143332.0,0,0,0,0,0.0,0
212,2023-10-17 20:00,289354.0,0,0,0,1,0.16666666666666666,0
213,2023-10-17 21:00,89975.0,0,0,0,0,0.0,0
214,2023-10-17 22:00,119549.0,0,0,0,0,0.0,0
215,2023-10-17 23:00,85534.0,0,0,0,0,0.0,0
216,2023-10-18 00:00,78780.0,0,0,0,0,0.0,0
217,2023-10-18 01:00,113157.0,0,0,0,0,0.0,0
218,2023-10-18 02:00,457064.0,0,0,0,0,0.0,0
219,2023-10-18 03:00,579082.0,0,0,0,0,0.0,0
220,2023-10-18 04:00,476955.0,0,0,0,0,0.0,0
221,2023-10-18 05:00,711436.0,0,0,0,0,0.0,0
222,2023-10-18 06:00,885182.0,0,0,0,0,0.0,0
223,2023-10-18 07:00,522472.0,0,0,0,0,0.0,0
224,2023-10-18 08:00,403662.0,0,0,0,0,0.0,0
225,2023-10-18 09:00,307857.0,0,0,0,1,0.16666666666666666,0
226,2023-10-18 10:00,296377.0,0,0,0,0,0.0,0
227,2023-10-18 11:00,355619.0,0,0,0,0,0.0,0
228,2023-10-18 12:00,338347.0,0,0,0,0,0.0,0
229,2023-10-18 13:00,340876.0,0,0,0,0,0.0,0
230,2023-10-18 14:00,221289.0,0,0,0,0,0.0,0
231,2023-10-18 15:00,142152.0,0,0,0,0,0.0,0
232,2023-10-18 16:00,113992.0,0,0,0,0,0.0,0
233,2023-10-18 17:00,192216.0,0,0,0,0,0.0,0
234,2023-10-18 18:00,170780.0,0,0,0,0,0.0,0
235,2023-10-18 19:00,244175.0,0,0,0,0,0.0,0
236,2023-10-18 20:00,120210.0,0,0,0,0,0.0,0
237,2023-10-18 21:00,211606.0,0,0,0,0,0.0,0
238,2023-10-18 22:00,240706.0,0,0,0,0,0.0,0
239,2023-10-18 23:00,368105.0,0,0,0,0,0.0,0
240,2023-10-19 00:00,175626.0,0,0,0,0,0.0,0
241,2023-10-19 01:00,170895.0,0,0,0,0,0.0,0
242,2023-10-19 02:00,363119.0,0,0,0,0,0.0,0
243,2023-10-19 03:00,825611.0,0,0,0,0,0.0,0
244,2023-10-19 04:00,733288.0,0,0,0,0,0.0,0
245,2023-10-19 05:00,563550.0,0,0,0,0,0.0,0
246,2023-10-19 06:00,365107.0,0,0,0,0,0.0,0
247,2023-10-19 07:00,1135000.0,0,0,0,0,0.0,0
248,2023-10-19 08:00,873837.0,0,0,0,0,0.0,0
249,2023-10-19 09:00,643274.0,0,0,0,0,0.0,0
250,2023-10-19 10:00,936637.0,0,0,0,1,0.16666666666666666,0
251,2023-10-19 11:00,749480.0,0,0,0,0,0.0,0
252,2023-10-19 12:00,558354.0,0,0,0,0,0.0,0
253,2023-10-19 13:00,561870.0,0,0,0,0,0.0,0
254,2023-10-19 14:00,554702.0,0,0,0,0,0.0,0
255,2023-10-19 15:00,997759.0,0,0,0,0,0.0,0
256,2023-10-19 16:00,284474.0,0,0,0,0,0.0,0
257,2023-10-19 17:00,186014.0,0,0,0,0,0.0,0
258,2023-10-19 18:00,669025.0,0,0,0,0,0.0,0
259,2023-10-19 19:00,211103.0,0,0,0,0,0.0,0
260,2023-10-19 20:00,229737.0,0,0,0,0,0.0,0
261,2023-10-19 21:00,278582.0,0,0,0,0,0.0,0
262,2023-10-19 22:00,110051.0,0,0,0,0,0.0,0
263,2023-10-19 23:00,127333.0,0,0,0,0,0.0,0
264,2023-10-20 00:00,299286.0,0,0,0,0,0.0,0
265,2023-10-20 01:00,160911.0,0,0,0,0,0.0,0
266,2023-10-20 02:00,597356.0,0,0,0,0,0.0,0
267,2023-10-20 03:00,566765.0,0,0,0,0,0.0,0
268,2023-10-20 04:00,508847.0,0,0,0,0,0.0,0
269,2023-10-20 05:00,1004886.0,0,0,0,0,0.0,0
270,2023-10-20 06:00,446989.0,0,0,0,0,0.0,0
271,2023-10-20 07:00,965013.0,0,0,0,0,0.0,0
272,2023-10-20 08:00,1079401.0,0,0,0,1,0.16666666666666666,0
273,2023-10-20 09:00,989744.0,0,0,0,0,0.0,0
274,2023-10-20 10:00,505538.0,0,0,0,0,0.0,0
275,2023-10-20 11:00,313971.0,0,0,0,0,0.0,0
276,2023-10-20 12:00,236001.0,0,0,0,0,0.0,0
277,2023-10-20 13:00,191608.0,0,0,0,0,0.0,0
278,2023-10-20 14:00,255725.0,0,0,0,0,0.0,0
279,2023-10-20 15:00,290809.0,0,0,0,0,0.0,0
280,2023-10-20 16:00,250526.0,0,0,0,0,0.0,0
281,2023-10-20 17:00,148720.0,0,0,0,0,0.0,0
282,2023-10-20 18:00,297665.0,0,0,0,0,0.0,0
283,2023-10-20 19:00,278803.0,0,0,0,0,0.0,0
284,2023-10-20 20:00,151979.0,0,0,0,0,0.0,0
285,2023-10-20 21:00,107881.0,0,0,0,0,0.0,0
286,2023-10-20 22:00,50661.0,0,0,0,1,0.16666666666666666,0
287,2023-10-20 23:00,456004.0,0,0,0,0,0.0,0
288,2023-10-21 00:00,79308.0,1,0,0,0,0.0,0
289,2023-10-21 01:00,74670.0,1,0,0,1,0.16666666666666666,0
290,2023-10-21 02:00,154531.0,1,0,0,0,0.0,0
291,2023-10-21 03:00,150672.0,1,0,0,0,0.0,0
292,2023-10-21 04:00,170863.0,1,0,0,0,0.0,0
293,2023-10-21 05:00,378907.0,1,0,0,0,0.0,0
294,2023-10-21 06:00,316428.0,1,0,0,0,0.0,0
295,2023-10-21 07:00,362776.0,1,0,0,0,0.0,0
296,2023-10-21 08:00,720922.0,1,0,0,0,0.0,0
297,2023-10-21 09:00,200243.0,1,0,0,0,0.0,0
298,2023-10-21 10:00,275348.0,1,0,0,0,0.0,0
299,2023-10-21 11:00,443279.0,1,0,1,0,0.3333333333333333,0
300,2023-10-21 12:00,567999.0,1,0,1,0,0.3333333333333333,0
301,2023-10-21 13:00,398153.0,1,0,1,0,0.3333333333333333,0
302,2023-10-21 14:00,483401.0,1,0,1,0,0.3333333333333333,0
303,2023-10-21 15:00,1128157.0,1,0,1,0,0.3333333333333333,0
304,2023-10-21 16:00,2954255.0,1,0,1,1,0.5,0
305,2023-10-21 17:00,592721.0,1,0,0,0,0.0,0
306,2023-10-21 18:00,488757.0,1,0,0,0,0.0,0
307,2023-10-21 19:00,223217.0,1,0,0,0,0.0,0
308,2023-10-21 20:00,193416.0,1,0,0,0,0.0,0
309,2023-10-21 21:00,567916.0,1,0,0,0,0.0,0
310,2023-10-21 22:00,174812.0,1,0,0,0,0.0,0
311,2023-10-21 23:00,100478.0,1,0,0,0,0.0,0
312,2023-10-22 00:00,127257.0,1,0,0,0,0.0,0
313,2023-10-22 01:00,127656.0,1,0,0,1,0.16666666666666666,0
314,2023-10-22 02:00,198922.0,1,0,0,0,0.0,0
315,2023-10-22 03:00,267236.0,1,0,0,0,0.0,0
316,2023-10-22 04:00,305665.0,1,0,0,0,0.0,0
317,2023-10-22 05:00,510136.0,1,0,0,0,0.0,0
318,2023-10-22 06:00,320652.0,1,0,0,0,0.0,0
319,2023-10-22 07:00,296931.0,1,0,0,0,0.0,0
320,2023-10-22 08:00,422571.0,1,0,0,0,0.0,0
321,2023-10-22 09:00,695880.0,1,0,0,0,0.0,0
322,2023-10-22 10:00,635797.0,1,0,0,0,0.0,0
323,2023-10-22 11:00,869068.0,1,0,0,0,0.0,0
324,2023-10-22 12:00,486995.0,1,0,0,0,0.0,0
325,2023-10-22 13:00,187732.0,1,0,0,0,0.0,0
326,2023-10-22 14:00,2484092.0,1,0,1,1,0.5,0
327,2023-10-22 15:00,184715.0,1,0,0,0,0.0,0
328,2023-10-22 16:00,260118.0,1,0,0,0,0.0,0
329,2023-10-22 17:00,357138.0,1,0,0,0,0.0,0
330,2023-10-22 18:00,348332.0,1,0,0,0,0.0,0
331,2023-10-22 19:00,292374.0,1,0,0,0,0.0,0
332,2023-10-22 20:00,344262.0,1,0,0,0,0.0,0
333,2023-10-22 21:00,168243.0,1,0,0,0,0.0,0
334,2023-10-22 22:00,149031.0,1,0,0,1,0.16666666666666666,0
335,2023-10-22 23:00,127486.0,1,0,0,0,0.0,0
336,2023-10-23 00:00,187725.0,0,0,0,0,0.0,0
337,2023-10-23 01:00,360722.0,0,0,0,0,0.0,0
338,2023-10-23 02:00,824579.0,0,0,0,0,0.0,0
339,2023-10-23 03:00,886291.0,0,0,0,0,0.0,0
340,2023-10-23 04:00,919097.0,0,0,0,0,0.0,0
341,2023-10-23 05:00,667659.0,0,0,0,0,0.0,0
342,2023-10-23 06:00,799367.0,0,0,0,0,0.0,0
343,2023-10-23 07:00,1231565.0,0,0,1,0,0.3333333333333333,0
344,2023-10-23 08:00,935015.0,0,0,0,0,0.0,0
345,2023-10-23 09:00,680437.0,0,0,0,0,0.0,0
346,2023-10-23 10:00,638142.0,0,0,0,0,0.0,0
347,2023-10-23 11:00,437931.0,0,0,0,0,0.0,0
348,2023-10-23 12:00,295704.0,0,0,0,0,0.0,0
349,2023-10-23 13:00,358857.0,0,0,0,1,0.16666666666666666,0
350,2023-10-23 14:00,107169.0,0,0,0,0,0.0,0
351,2023-10-23 15:00,414941.0,0,0,0,0,0.0,0
352,2023-10-23 16:00,403966.0,0,0,0,0,0.0,0
353,2023-10-23 17:00,632279.0,0,0,0,0,0.0,0
354,2023-10-23 18:00,363519.0,0,0,0,0,0.0,0
355,2023-10-23 19:00,137583.0,0,0,0,0,0.0,0
356,2023-10-23 20:00,140563.0,0,0,0,0,0.0,0
357,2023-10-23 21:00,207086.0,0,0,0,0,0.0,0
358,2023-10-23 22:00,235949.0,0,0,0,0,0.0,0
359,2023-10-23 23:00,231670.0,0,0,0,0,0.0,0
360,2023-10-24 00:00,73329.0,0,0,0,0,0.0,0
361,2023-10-24 01:00,173644.0,0,0,0,0,0.0,0
362,2023-10-24 02:00,433914.0,0,0,0,0,0.0,0
363,2023-10-24 03:00,775496.0,0,0,0,0,0.0,0
364,2023-10-24 04:00,757673.0,0,0,0,0,0.0,0
365,2023-10-24 05:00,714384.0,0,0,0,0,0.0,0
366,2023-10-24 06:00,540027.0,0,0,0,0,0.0,0
367,2023-10-24 07:00,575075.0,0,0,0,0,0.0,0
368,2023-10-24 08:00,897484.0,0,0,0,0,0.0,0
369,2023-10-24 09:00,914489.0,0,0,0,0,0.0,0
370,2023-10-24 10:00,630671.0,0,0,0,0,0.0,0
371,2023-10-24 11:00,722784.0,0,0,0,0,0.0,0
372,2023-10-24 12:00,295276.0,0,0,0,0,0.0,0
373,2023-10-24 13:00,261233.0,0,0,0,0,0.0,0
374,2023-10-24 14:00,226087.0,0,0,0,0,0.0,0
375,2023-10-24 15:00,395717.0,0,0,0,0,0.0,0
376,2023-10-24 16:00,318928.0,0,0,0,0,0.0,0
377,2023-10-24 17:00,450450.0,0,0,0,0,0.0,0
378,2023-10-24 18:00,365583.0,0,0,0,0,0.0,0
379,2023-10-24 19:00,353232.0,0,0,0,0,0.0,0
380,2023-10-24 20:00,132756.0,0,0,0,0,0.0,0
381,2023-10-24 21:00,210719.0,0,0,0,0,0.0,0
382,2023-10-24 22:00,268382.0,0,0,0,0,0.0,0
383,2023-10-24 23:00,80173.0,0,0,0,0,0.0,0
384,2023-10-25 00:00,122888.0,0,0,0,0,0.0,0
385,2023-10-25 01:00,197290.0,0,0,0,0,0.0,0
386,2023-10-25 02:00,504652.0,0,0,0,0,0.0,0
387,2023-10-25 03:00,888240.0,0,0,0,0,0.0,0
388,2023-10-25 04:00,895859.0,0,0,0,0,0.0,0
389,2023-10-25 05:00,1437700.0,0,0,1,0,0.3333333333333333,0
390,2023-10-25 06:00,1184387.0,0,0,1,0,0.3333333333333333,0
391,2023-10-25 07:00,1132507.0,0,0,0,0,0.0,0
392,2023-10-25 08:00,990763.0,0,0,0,0,0.0,0
393,2023-10-25 09:00,933245.0,0,0,0,0,0.0,0
394,2023-10-25 10:00,616401.0,0,0,0,0,0.0,0
395,2023-10-25 11:00,358463.0,0,0,0,0,0.0,0
396,2023-10-25 12:00,606133.0,0,0,0,0,0.0,0
397,2023-10-25 13:00,446964.0,0,0,0,0,0.0,0
398,2023-10-25 14:00,219997.0,0,0,0,0,0.0,0
399,2023-10-25 15:00,192525.0,0,0,0,0,0.0,0
400,2023-10-25 16:00,408717.0,0,0,0,0,0.0,0
401,2023-10-25 17:00,407615.0,0,0,0,0,0.0,0
402,2023-10-25 18:00,398357.0,0,0,0,0,0.0,0
403,2023-10-25 19:00,477245.0,0,0,0,0,0.0,0
404,2023-10-25 20:00,220924.0,0,0,0,0,0.0,0
405,2023-10-25 21:00,288864.0,0,0,0,0,0.0,0
406,2023-10-25 22:00,260878.0,0,0,0,0,0.0,0
407,2023-10-25 23:00,123407.0,0,0,0,0,0.0,0
408,2023-10-26 00:00,223660.0,0,0,0,0,0.0,0
409,2023-10-26 01:00,414519.0,0,0,0,0,0.0,0
410,2023-10-26 02:00,676003.0,0,0,0,0,0.0,0
411,2023-10-26 03:00,1373682.0,0,0,1,0,0.3333333333333333,0
412,2023-10-26 04:00,903947.0,0,0,0,0,0.0,0
413,2023-10-26 05:00,735286.0,0,0,0,0,0.0,0
414,2023-10-26 06:00,796175.0,0,0,0,0,0.0,0
415,2023-10-26 07:00,710165.0,0,0,0,0,0.0,0
416,2023-10-26 08:00,869529.0,0,0,0,0,0.0,0
417,2023-10-26 09:00,790303.0,0,0,0,0,0.0,0
418,2023-10-26 10:00,855849.0,0,0,0,0,0.0,0
419,2023-10-26 11:00,485658.0,0,0,0,0,0.0,0
420,2023-10-26 12:00,757190.0,0,0,0,0,0.0,0
421,2023-10-26 13:00,395296.0,0,0,0,0,0.0,0
422,2023-10-26 14:00,234567.0,0,0,0,0,0.0,0
423,2023-10-26 15:00,530474.0,0,0,0,0,0.0,0
424,2023-10-26 16:00,457203.0,0,0,0,0,0.0,0
425,2023-10-26 17:00,767993.0,0,0,0,0,0.0,0
